instance_id,severity,triage_priority,combined_score,primary_label,all_labels,label_count,plain_english,core_requirement,ep_score,et_score,vs_score,patch_hunks,test_breakdown,has_modified_tests,ambiguity_score,evidence_summary
pylint-dev__pylint-4661,SEVERE,1,0.7888,mistest_sneaky_modification,"mistest_sneaky_modification, mispatch_ancillary_bundling, desc_incomplete",3,"[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements.",Change pylint’s default location for its per-user data directory (currently `$HOME/.pylint.d`) to comply with the XDG Base Directory Specification.,0.4,1.0,0.5,1R/4A/0U,0A/0T/1U,True,0.5,"[mistest_sneaky_modification] F2P TEST ANALYSIS: Has modified tests: True || [mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: Hunks: 5 (REQUIRED=1, ANCILLARY=4) || [desc_incomplete] Problem statement: 'Simply change the variables/constants for where these files are made and stored to the appropriate directory.'"
sphinx-doc__sphinx-9602,SEVERE,1,0.7888,mistest_customtest,"mistest_overtest, mistest_customtest, mispatch_ancillary_bundling",3,"[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.","Sphinx autodoc/nitpicky mode should not treat `typing.Literal[...]` *values* (e.g., `True`, `False`) as missing `py:class` references.",0.1667,0.8,0.3,2R/1A/0U,0A/1T/0U,False,0.3,"[mistest_overtest] F2P test includes an OFF_TOPIC assertion that checks parsing/rendering for a `typing.Literal[...]` containing numeric literal(s): `assert_node(..., ([pending_xref, 'typing.Literal'], ..., '0', ...))`. || [mistest_customtest] The test asserts an exact doctree node sequence down to punctuation nodes and raw text placement (e.g., `[desc_sig_punctuation, '[']`, literal text tokens like `'True'`, `'False'`, `', '`, etc.). || [mispatch_ancillary_bundling] Gold patch includes an ANCILLARY hunk in `sphinx/domains/python.py` changing `ast.Constant` formatting to `repr(node.value)` instead of raw value conversion, described as 'improves/normalizes renderin"
sympy__sympy-15875,SEVERE,1,0.7885,mistest_customtest,"mistest_customtest, mistest_undertest",2,[mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass.,Fix SymPy so that `is_zero` does not incorrectly return `False` for some zero-valued complex expressions represented as an `Add`.,0.0,0.0,0.5,1R/0A/0U,1A/0T/0U,False,0.5,"[mistest_customtest] Problem statement: for `e = -2*I + (1 + I)**2` it only requires `e.is_zero` to ""never give the wrong answer"" and indicates it may return `None` if it cannot decide; it does not require `None` specific || [mistest_undertest] F2P TEST ANALYSIS shows only one test (`test_Add_is_zero`) with a single assertion covering one specific expression form."
django__django-12155,SEVERE,1,0.7882,mispatch_approach_mismatch,"mispatch_ancillary_bundling, mispatch_approach_mismatch, mistest_undertest, desc_hidden_in_hints",4,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [mispatch_approach_mismatch] The gold patch uses a completely different strategy than what the problem suggests. An agent following the problem description would fail. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem.",Fix admindoc’s docstring trimming so that docstrings with non-empty first lines render correctly (without docutils errors).,0.25,0.0,0.3,2R/2A/0U,1A/0T/0U,False,0.3,[mispatch_ancillary_bundling] Gold patch includes ANCILLARY hunks adding `inspect.cleandoc` imports in both `django/contrib/admindocs/utils.py` and `django/contrib/admindocs/views.py`. || [mispatch_approach_mismatch] Problem statement proposes a very specific fix inside `trim_docstring`: compute indentation using `lines[1:]` to avoid the first line’s 0 indentation. || [mistest_undertest] F2P test analysis shows only one aligned test: `test_parse_rst_with_docstring_no_leading_line_feed` with a single assertion.
scikit-learn__scikit-learn-13124,SEVERE,1,0.7868,desc_misleading,"desc_misleading, mistest_overtest, mistest_undertest",3,[desc_misleading] The problem description actively points toward a wrong approach or incorrect root cause. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass.,"Resolve the mismatch between `StratifiedKFold`’s documented `shuffle` behavior (shuffling samples within each class/stratum before splitting) and the observed behavior (only permuting the order of the folds), either by fixing the implementation or correcting the documentation.",0.25,0.0,0.6,1R/1A/0U,1A/0T/0U,False,0.6,"[desc_misleading] Problem statement/title frames the issue as an either/or: ""StratifiedKFold either shuffling is wrong or documentation is misleading"" || [mistest_overtest] F2P test 'test_shuffle_stratifiedkfold' asserts behavior change: ""assert test_set1 != test_set2"" (requires different fold compositions across random_state when shuffle=True) || [mistest_undertest] Only a single assertion is used: ""assert test_set1 != test_set2"""
matplotlib__matplotlib-25775,SEVERE,1,0.7852,mistest_customtest,"mistest_customtest, mispatch_ancillary_bundling",2,"[mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.","Enable per-Text-object control of antialiasing by adding `get_antialiased`/`set_antialiased` to `Text` (and adjust `Annotation` if needed) and make rendering honor that per-object state instead of always using `rcParams[""text.antialias""]`.",0.125,0.1333,0.35,9R/3A/0U,7A/0T/0U,False,0.35,"[mistest_customtest] Test 'test_set_antialiased' asserts internal storage: `assert txt._antialiased == mpl.rcParams['text.antialiased']`, `assert txt._antialiased is True`, `assert txt._antialiased is False`. || [mispatch_ancillary_bundling] Gold patch includes an unrelated cleanup: backend_cairo.py removes an unused import (`import matplotlib as mpl`) (marked ANCILLARY hunk)."
sphinx-doc__sphinx-8459,SEVERE,1,0.7835,mistest_customtest,"mistest_customtest, mistest_overtest",2,[mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,Make `autodoc_type_aliases` apply to type hints even when `autodoc_typehints` is set to `'description'`.,0.0,0.3,0.3,1R/0A/0U,0A/1T/0U,False,0.3,"[mistest_customtest] F2P test `test_autodoc_typehints_description_and_type_aliases` uses a single assertion that matches a long, fully-rendered documentation string: `assert 'target.annotations.sum(x, y)\n\n   docstring\n || [mistest_overtest] The single assertion in `test_autodoc_typehints_description_and_type_aliases` checks much more than alias substitution (e.g., `target.annotations.sum(x, y)`, `docstring`, the entire `Parameters:` sect"
scikit-learn__scikit-learn-10844,SEVERE,1,0.7821,mistest_sneaky_modification,"mistest_overtest, mistest_sneaky_modification",2,[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,Fix `sklearn.metrics.cluster.fowlkes_mallows_score` so it does not overflow integer arithmetic (raising a RuntimeWarning and producing NaN) when `pk * qk` becomes very large.,0.0,0.8,0.3,1R/0A/0U,0A/1T/0U,True,0.3,"[mistest_overtest] F2P test 'test_int_overflow_mutual_info_fowlkes_mallows_score' includes assertion: assert_all_finite(mutual_info_score(x, y)) marked OFF_TOPIC || [mistest_sneaky_modification] F2P TEST ANALYSIS: Has modified tests: True"
matplotlib__matplotlib-23314,SEVERE,1,0.7786,mistest_sneaky_modification,"mistest_sneaky_modification, mistest_overtest",2,[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,Fix `Axes3D.set_visible(False)` so that a 3D-projected subplot actually becomes invisible when requested.,0.0,0.6667,0.3,1R/0A/0U,1A/0T/2U,True,0.3,"[mistest_sneaky_modification] F2P TEST ANALYSIS: ""Has modified tests: True"" || [mistest_overtest] F2P TEST ANALYSIS: 3 tests total; 1 ALIGNED, 2 UNRELATED"
sympy__sympy-15599,SEVERE,1,0.7758,desc_misleading,"mispatch_overpatch, mispatch_ancillary_bundling, desc_misleading, desc_hidden_in_hints",4,"[mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [desc_misleading] The problem description actively points toward a wrong approach or incorrect root cause. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem.","Fix SymPy’s Mod simplification so that expressions like Mod(3*i, 2) (with i an integer symbol) simplify to Mod(i, 2).",0.375,0.9667,0.2,2R/1A/1U,0A/1T/0U,False,0.2,"[mispatch_overpatch] GOLD PATCH ANALYSIS: Hunk 1 [sympy/core/mod.py] marked UNRELATED (conf=0.93) — changes formatting from `(p % q)` to `p%q` in a numeric-numeric branch, not affecting the stated Mod(3*i, 2) simplificati || [mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: Hunk 0 [sympy/core/mod.py] marked ANCILLARY (conf=0.78) — only adds imports (`Integer`, `integer_types`) and does not itself change Mod simplification behavior. || [desc_misleading] Problem statement includes a concrete diff suggestion that rewrites non-mod terms as `non_mod_l = [cls(x, q) for x in non_mod_l]` before checking distributive terms, implying this approach is valid."
django__django-13195,SEVERE,1,0.7722,mistest_overtest,"mistest_overtest, scope_expansion, desc_hidden_in_hints",3,"[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem.","Update `HttpResponse.delete_cookie()` so that the `Set-Cookie` header it emits when expiring a cookie preserves/sets the cookie’s `SameSite` attribute (and, by implication, the required `Secure` flag when `SameSite=None`).",0.1667,0.0,0.5,2R/1A/0U,5A/0T/0U,False,0.5,"[mistest_overtest] Problem statement scopes the issue to ""HttpResponseBase's delete_cookie method"" not setting SameSite on deletion headers, but F2P includes framework-integration tests: 'test_session_delete_on_end' and || [scope_expansion] Gold patch includes changes outside django/http/response.py: django/contrib/sessions/middleware.py (REQUIRED) and django/contrib/messages/storage/cookie.py (ANCILLARY). || [desc_hidden_in_hints] Hints text: ""we should add the samesite argument to delete_cookie() and preserve it for deleted cookies""."
pytest-dev__pytest-6197,SEVERE,1,0.7652,mistest_overtest,"mistest_overtest, mispatch_overpatch, mispatch_ancillary_bundling",3,"[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.","Fix the pytest 5.2.3 regression where pytest attempts to collect/import arbitrary package `__init__.py` files (e.g., `foobar/__init__.py`) as test modules during discovery.",0.5,1.0,0.3,1R/1A/1U,1A/0T/1U,False,0.3,"[mistest_overtest] F2P TEST ANALYSIS: Test 'test_does_not_put_src_on_path' is marked UNRELATED to the stated regression ('collect random __init__.py files'). || [mispatch_overpatch] GOLD PATCH ANALYSIS: Hunk 0 in `src/_pytest/python.py` is classified UNRELATED (refactor/inlining `_mount_obj_if_needed()` logic), not required to stop collecting random `__init__.py` files. || [mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: Hunk 1 in `src/_pytest/python.py` is classified ANCILLARY (removes special-case `Module.__init__` marker-handling behavior for `__init__.py`)."
